match_api_id,home_team_api_id,home_team_goal,home_team_aggression,away_team_api_id,away_team_goal,away_team_aggression
665617,9997,0,62.90909090909091,8571,2,66.0
665619,10000,1,57.54545454545455,9984,0,61.36363636363637
665620,9991,2,65.54545454545455,9987,1,60.4
665623,9993,0,63.63636363636363,9986,0,59.8
665626,8635,3,66.72727272727273,8342,2,68.81818181818181
665632,9994,0,62.0,9991,1,64.36363636363636
665633,8571,1,62.0,10001,1,57.09090909090909
665634,8203,1,62.45454545454545,9993,0,62.09090909090909
665326,8342,2,65.81818181818181,9994,0,57.36363636363637
665327,8635,3,67.27272727272727,9984,2,64.27272727272727
665329,10000,2,54.90909090909091,9987,2,57.90909090909091
665330,9991,2,64.63636363636364,8203,1,58.27272727272727
665332,10001,1,56.54545454545455,8571,1,60.54545454545455
665333,9993,1,59.90909090909091,9985,1,63.27272727272727
665639,8342,2,63.63636363636363,9984,1,61.90909090909091
665641,9985,2,64.72727272727273,9994,0,65.0
665643,10000,1,57.36363636363637,10001,0,57.2
665647,9991,2,66.9090909090909,8635,2,66.72727272727273
665651,9993,1,63.72727272727273,9987,0,61.6
665653,8635,2,66.9090909090909,10000,1,57.27272727272727
665655,9984,2,63.81818181818182,9985,0,63.0
665657,9994,2,60.18181818181818,9993,0,63.72727272727273
665659,8571,1,61.63636363636363,8342,4,68.63636363636364
665665,8342,2,65.45454545454545,10001,1,58.0
665666,9985,0,65.72727272727273,8635,4,66.72727272727273
665669,9991,2,64.36363636363636,8571,2,64.2
665672,9993,1,61.90909090909091,9984,4,57.81818181818182
665674,9987,2,56.27272727272727,8342,0,69.18181818181819
665675,10000,2,57.63636363636363,9997,0,61.63636363636363
665677,9984,1,58.72727272727273,9986,0,60.666666666666664
665679,9994,1,60.90909090909091,9999,4,52.63636363636363
665680,8571,3,58.45454545454545,9993,0,63.81818181818182
665681,8203,0,62.27272727272727,9985,0,68.0
665686,9985,3,66.54545454545455,8571,1,56.54545454545455
665687,9997,0,62.90909090909091,10001,1,57.63636363636363
665689,9991,0,63.72727272727273,10000,2,57.27272727272727
665695,9993,0,60.81818181818182,8635,5,65.72727272727273
665698,8635,1,66.18181818181819,9997,2,62.45454545454545
665699,9987,1,56.54545454545455,9985,0,71.72727272727273
665700,10000,1,55.72727272727273,8342,1,65.45454545454545
665702,9984,2,60.54545454545455,9999,0,52.63636363636363
665704,9994,2,63.0,8203,1,60.09090909090909
665712,9985,1,66.72727272727273,10001,0,58.18181818181818
665719,9984,4,62.72727272727273,9994,0,62.36363636363637
665721,9991,1,66.0,8342,1,61.90909090909091
665723,8203,2,63.54545454545455,9987,1,60.6
665727,9993,1,61.09090909090909,10000,1,58.63636363636363
665728,8342,2,67.63636363636364,9985,1,68.45454545454545
665729,8635,2,62.36363636363637,8203,0,63.45454545454545
665730,9987,3,56.54545454545455,9994,1,63.0
665731,10000,1,55.72727272727273,9999,1,53.8
665733,8571,3,56.09090909090909,9984,1,60.36363636363637
665735,10001,4,58.27272727272727,9986,0,63.888888888888886
665737,9997,1,63.45454545454545,8342,1,67.9090909090909
665739,9984,1,62.0,9987,0,54.81818181818182
665740,9994,1,64.27272727272727,10001,0,57.6
665741,8203,1,63.72727272727273,8571,1,56.18181818181818
665743,9993,1,60.27272727272727,9991,1,67.9
665744,8342,1,65.54545454545455,9999,0,52.1
665745,8635,2,63.54545454545455,9987,0,58.27272727272727
665746,9997,2,62.45454545454545,9993,0,57.8
665749,10000,1,59.36363636363637,9985,1,67.81818181818181
665753,8571,3,56.18181818181818,9994,1,56.90909090909091
665757,10001,2,57.18181818181818,9984,1,62.72727272727273
665334,8635,3,65.18181818181819,10001,0,57.0
665335,9987,1,61.27272727272727,9991,1,65.45454545454545
665337,9984,2,65.72727272727273,10000,2,54.90909090909091
665340,8203,2,58.45454545454545,8342,1,66.54545454545455
665761,9985,0,65.18181818181819,9991,2,67.2
665763,9987,1,57.27272727272727,8571,1,56.18181818181818
665767,9984,3,58.09090909090909,9997,1,62.45454545454545
665771,8203,2,65.27272727272727,10000,1,58.45454545454545
665775,9993,1,61.09090909090909,8342,4,64.0909090909091
665342,8342,2,67.54545454545455,8571,2,57.27272727272727
665343,9985,1,58.72727272727273,9986,1,57.888888888888886
665345,10000,0,58.09090909090909,8635,2,64.18181818181819
665346,9991,4,61.81818181818182,9994,1,58.18181818181818
665349,9993,1,63.45454545454545,8203,3,58.0
665352,8635,1,68.36363636363636,9985,1,68.0909090909091
665353,9987,1,60.18181818181818,9993,1,64.72727272727273
665354,9984,2,60.09090909090909,8342,3,60.09090909090909
665357,8571,1,60.09090909090909,9991,0,59.81818181818182
665358,8203,0,58.0,9997,2,65.1
665360,10001,1,55.81818181818182,10000,2,53.0
665361,8342,1,64.81818181818181,9987,1,61.72727272727273
665362,9985,3,69.18181818181819,8203,0,62.27272727272727
665364,10000,0,57.90909090909091,8571,2,60.72727272727273
665366,9991,5,63.09090909090909,9999,1,56.72727272727273
665368,9993,2,61.54545454545455,9994,1,63.0
665370,8635,1,65.54545454545455,9991,1,64.45454545454545
665374,9984,1,55.81818181818182,9993,2,62.36363636363637
665376,9994,1,63.0,9985,3,64.63636363636364
665378,8571,0,60.72727272727273,9997,1,64.5
665379,8203,3,59.81818181818182,9999,2,54.0
665380,10001,1,57.90909090909091,8342,4,63.81818181818182
665384,8342,3,66.27272727272727,10000,1,55.36363636363637
665385,9985,1,65.72727272727273,9984,1,55.81818181818182
665393,9993,1,62.36363636363637,8571,0,60.72727272727273
665396,8635,1,65.0,9993,0,62.36363636363637
665399,10000,3,55.90909090909091,9991,1,67.0
665402,9984,1,59.72727272727273,8203,0,60.36363636363637
665403,9994,4,63.63636363636363,9986,1,58.1
665405,8571,0,63.18181818181818,9985,2,70.0
665409,10001,2,57.36363636363637,9997,0,64.5
838467,9997,1,59.45454545454545,9989,0,52.5
838468,8571,1,61.72727272727273,8342,0,67.27272727272727
838469,8203,2,61.72727272727273,9994,0,60.0
838472,10001,0,59.45454545454545,9991,1,67.0
838473,8635,4,64.18181818181819,6351,1,53.72727272727273
838475,9984,1,63.54545454545455,9986,1,58.5
838476,9987,2,55.0,9993,1,62.27272727272727
838581,8342,3,59.45454545454545,9991,2,64.81818181818181
838582,9985,5,64.18181818181819,8635,1,62.54545454545455
838584,10000,1,59.36363636363637,9986,1,56.44444444444444
838585,9994,1,57.45454545454545,9993,0,60.45454545454545
838586,8571,3,62.72727272727273,6351,1,53.0
838587,8203,2,60.45454545454545,9987,2,58.45454545454545
838588,9989,0,58.63636363636363,9984,1,56.72727272727273
838590,9991,2,63.18181818181818,8571,0,65.0
838591,9987,4,60.18181818181818,9985,2,64.81818181818181
838593,9993,1,59.36363636363637,9989,1,61.81818181818182
838594,10000,2,60.27272727272727,8342,3,58.18181818181818
838596,6351,6,50.27272727272727,9997,0,57.09090909090909
838597,10001,1,55.27272727272727,8203,1,60.54545454545455
838598,9984,1,56.72727272727273,8635,0,62.09090909090909
838599,8635,2,62.27272727272727,10001,0,58.18181818181818
838600,9985,2,62.72727272727273,9991,1,61.09090909090909
838602,9997,3,56.18181818181818,9986,2,56.9
838603,9994,1,56.90909090909091,8342,0,59.18181818181818
838604,8571,1,65.0909090909091,9987,0,60.27272727272727
838605,8203,5,62.36363636363637,9993,1,61.18181818181818
838606,9989,0,60.18181818181818,10000,0,54.81818181818182
838607,9984,2,56.72727272727273,6351,1,50.27272727272727
838621,8342,2,62.90909090909091,9985,2,64.63636363636364
838622,9991,3,67.63636363636364,8203,1,62.36363636363637
838623,9987,1,58.45454545454545,8635,2,61.45454545454545
838624,9993,0,60.18181818181818,9997,0,58.1
838625,10000,1,60.63636363636363,9994,1,55.81818181818182
838630,6351,2,50.27272727272727,9989,2,62.0
838632,10001,2,58.54545454545455,9984,1,58.45454545454545
838635,8635,2,59.36363636363637,8342,2,59.36363636363637
838636,9985,1,61.27272727272727,6351,3,49.36363636363637
838639,9997,0,59.09090909090909,10000,3,58.36363636363637
838640,8571,4,65.0909090909091,9993,0,62.45454545454545
838641,8203,2,60.0,9986,0,56.6
838642,9989,2,62.27272727272727,9994,2,54.6
838644,10001,1,55.09090909090909,9987,1,59.36363636363637
838646,9984,0,58.45454545454545,9991,1,62.45454545454545
838651,8342,2,69.0909090909091,9989,0,57.90909090909091
838652,9991,1,66.18181818181819,8635,2,63.27272727272727
838654,9987,3,58.54545454545455,9984,0,56.72727272727273
838656,9993,0,60.72727272727273,9985,1,62.27272727272727
838657,10000,1,58.36363636363637,8571,1,62.81818181818182
838658,9986,0,55.36363636363637,10001,1,53.90909090909091
838659,9994,3,56.36363636363637,9997,0,61.4
838661,6351,0,50.45454545454545,8203,1,60.0
838664,8342,0,69.0909090909091,9984,1,59.09090909090909
838665,9991,4,60.18181818181818,10001,4,58.18181818181818
838667,9993,0,61.27272727272727,8635,1,60.0
838669,10000,2,60.27272727272727,9985,0,60.45454545454545
838671,9986,1,60.45454545454545,9987,3,58.54545454545455
838673,9994,3,55.0,8203,1,60.72727272727273
838675,9989,1,60.0,9997,2,57.36363636363637
838676,6351,3,51.45454545454545,8571,1,63.90909090909091
838677,8635,4,58.27272727272727,9986,1,54.0
838679,9985,7,60.90909090909091,9989,0,56.0
838680,9987,1,58.54545454545455,9991,2,61.45454545454545
838681,9997,2,55.63636363636363,8342,1,68.0909090909091
838684,8571,0,65.27272727272727,9994,0,56.27272727272727
838686,8203,0,58.36363636363637,10000,0,57.45454545454545
838688,10001,1,57.81818181818182,6351,1,52.09090909090909
838689,9984,1,57.72727272727273,9993,1,61.27272727272727
838692,8342,4,65.18181818181819,10001,3,59.36363636363637
838694,9993,0,60.72727272727273,9987,1,58.54545454545455
838695,9997,1,60.72727272727273,8571,0,63.09090909090909
838696,10000,1,58.54545454545455,8635,2,62.90909090909091
838699,9994,2,55.81818181818182,9985,1,60.90909090909091
838701,9989,2,56.36363636363637,8203,1,60.111111111111114
838702,6351,0,52.09090909090909,9991,3,60.81818181818182
838707,8635,0,64.0,9994,0,56.90909090909091
838709,9985,1,62.27272727272727,9997,0,59.36363636363637
838710,9991,2,55.81818181818182,9986,1,52.875
838712,9987,5,55.81818181818182,6351,1,51.09090909090909
838713,8571,3,62.18181818181818,9989,1,58.0
838714,8203,0,62.36363636363637,8342,1,63.36363636363637
838716,10001,1,59.36363636363637,9993,1,61.09090909090909
838718,9984,1,58.0,10000,3,55.45454545454545
838478,8342,4,64.9090909090909,9997,1,59.90909090909091
838481,9993,0,63.0,9984,0,60.72727272727273
838482,10000,1,57.45454545454545,8203,2,61.72727272727273
838489,6351,0,54.45454545454545,10001,1,55.63636363636363
838720,8342,0,63.36363636363637,8635,2,61.27272727272727
838721,9993,2,60.81818181818182,9991,2,62.45454545454545
838723,9997,0,63.90909090909091,8203,1,60.18181818181818
838725,10000,2,57.45454545454545,10001,0,56.54545454545455
838727,9994,2,57.09090909090909,9984,1,61.54545454545455
838728,8571,2,63.09090909090909,9985,1,60.90909090909091
838732,6351,1,49.45454545454545,9986,0,57.0
838733,8635,6,63.63636363636363,9989,0,55.9
838734,9991,0,66.27272727272727,8342,2,64.54545454545455
838735,9987,1,58.90909090909091,9997,1,61.09090909090909
838739,6351,0,48.54545454545455,10000,2,60.09090909090909
838741,10001,1,57.72727272727273,9994,2,52.72727272727273
838742,9984,1,58.0,9985,0,59.81818181818182
838746,8342,5,62.09090909090909,9986,0,55.0
838748,9985,3,65.63636363636364,8203,0,60.18181818181818
838750,9993,0,60.09090909090909,6351,0,48.63636363636363
838752,9997,0,63.54545454545455,9984,3,58.0
838753,10000,2,59.45454545454545,9991,2,62.27272727272727
838754,9994,2,58.18181818181818,9987,2,58.90909090909091
838755,8571,0,62.0,8635,2,65.63636363636364
838759,8635,2,64.72727272727273,9985,0,67.18181818181819
838761,9991,2,62.18181818181818,9994,1,56.81818181818182
838764,9987,3,60.18181818181818,8571,2,63.45454545454545
838765,9993,3,57.09090909090909,10000,0,57.54545454545455
838767,9986,0,56.09090909090909,8203,0,60.0
838768,6351,1,49.45454545454545,8342,4,61.81818181818182
838770,10001,3,58.45454545454545,9997,0,59.45454545454545
838772,9984,3,59.27272727272727,9989,0,62.81818181818182
838773,8342,1,59.72727272727273,9993,0,57.72727272727273
838774,9985,2,66.72727272727273,10001,1,58.45454545454545
838775,9997,1,63.18181818181818,9991,1,66.18181818181819
838777,10000,0,57.45454545454545,9987,1,58.90909090909091
838778,9994,0,56.27272727272727,6351,2,50.0
838780,8571,2,63.45454545454545,9984,1,57.90909090909091
838783,9989,1,65.0909090909091,9986,0,58.45454545454545
838789,8635,2,62.36363636363637,9997,0,63.36363636363637
838790,9991,4,59.0,9989,1,65.81818181818181
838791,9987,1,58.90909090909091,8342,0,60.72727272727273
838792,9993,1,58.72727272727273,9994,1,57.09090909090909
838794,9986,2,54.27272727272727,10000,0,60.09090909090909
838796,6351,0,51.0,9985,1,66.63636363636364
838798,10001,2,62.18181818181818,8571,1,55.45454545454545
838800,9984,0,56.27272727272727,8203,1,58.18181818181818
838802,8342,2,64.0909090909091,10000,0,58.27272727272727
838804,8635,1,62.81818181818182,9984,0,59.81818181818182
838806,9985,0,65.54545454545455,9987,2,60.72727272727273
838808,9997,1,63.63636363636363,6351,1,48.36363636363637
838809,9994,1,50.63636363636363,9986,1,52.90909090909091
838810,8571,0,59.27272727272727,9991,1,64.36363636363636
838814,9989,2,60.54545454545455,9993,2,58.90909090909091
838815,8342,2,65.45454545454545,9994,1,55.18181818181818
838817,9991,4,61.90909090909091,9985,1,66.0
838819,9987,1,62.09090909090909,8203,0,58.45454545454545
838820,9993,3,59.27272727272727,8571,1,56.81818181818182
838822,10000,1,59.0,9989,1,60.09090909090909
838823,9986,1,54.81818181818182,9997,0,64.9090909090909
838825,6351,0,47.27272727272727,9984,0,60.36363636363637
838827,10001,2,61.09090909090909,8635,0,61.81818181818182
838829,8635,1,64.81818181818181,9987,1,60.81818181818182
838830,9985,2,68.81818181818181,8342,2,63.27272727272727
838832,9997,1,61.45454545454545,9993,0,56.90909090909091
838833,9994,2,55.90909090909091,10000,1,57.54545454545455
838835,8571,3,59.90909090909091,9986,0,57.63636363636363
838838,8203,1,57.45454545454545,9991,1,61.36363636363637
838839,9989,1,56.54545454545455,6351,1,51.81818181818182
838841,9984,0,59.27272727272727,10001,1,61.45454545454545
838853,8342,4,64.63636363636364,8571,1,62.81818181818182
838854,9991,1,65.36363636363636,9984,0,62.4
838855,9987,0,61.18181818181818,10001,2,61.81818181818182
838857,9993,1,60.72727272727273,8203,1,58.0
838859,10000,1,57.36363636363637,9997,2,61.45454545454545
838862,9994,1,55.90909090909091,9989,1,56.45454545454545
838864,6351,1,52.72727272727273,8635,1,63.09090909090909
838491,8635,4,62.72727272727273,9993,0,63.0
838493,9985,3,63.54545454545455,9994,3,64.0909090909091
838494,9991,2,66.54545454545455,6351,1,54.27272727272727
838495,9987,5,55.0,9986,0,58.4
838496,8571,2,61.36363636363637,9997,0,61.0
838498,8203,1,61.72727272727273,9989,0,52.5
838499,10001,1,55.63636363636363,10000,1,55.54545454545455
838500,9984,3,64.27272727272727,8342,1,64.9090909090909
838867,8635,3,61.63636363636363,9991,2,62.63636363636363
838869,9985,1,71.0,9993,0,57.36363636363637
838872,8571,2,63.27272727272727,10000,2,57.72727272727273
838873,8203,2,60.54545454545455,6351,0,52.72727272727273
838874,9989,0,57.54545454545455,8342,0,63.54545454545455
838875,10001,2,58.72727272727273,9986,2,54.63636363636363
838876,9984,0,59.27272727272727,9987,1,60.36363636363637
838503,8342,1,64.45454545454545,8203,2,61.72727272727273
838504,9993,0,60.45454545454545,10001,0,55.0
838506,9997,1,62.63636363636363,9985,0,64.36363636363636
838508,10000,4,57.63636363636363,9984,0,64.27272727272727
838510,9986,1,61.90909090909091,9991,3,59.3
838511,9994,0,60.27272727272727,8635,3,64.36363636363636
838515,6351,1,56.18181818181818,9987,4,56.27272727272727
838517,8635,0,63.0,10000,0,59.90909090909091
838519,9991,1,59.72727272727273,9993,0,57.81818181818182
838520,9987,4,55.72727272727273,9989,1,50.0
838521,9986,2,61.90909090909091,6351,0,52.36363636363637
838523,8203,0,61.72727272727273,9997,0,61.63636363636363
838524,10001,1,55.0,8342,2,64.72727272727273
838526,9984,1,67.27272727272727,9994,1,59.54545454545455
838528,8342,2,64.54545454545455,9987,2,60.18181818181818
838529,9985,2,67.27272727272727,9984,0,63.81818181818182
838531,9993,1,57.54545454545455,9986,0,57.27272727272727
838532,9997,0,63.90909090909091,8635,2,61.72727272727273
838534,10000,0,58.72727272727273,6351,0,54.27272727272727
838536,9994,3,57.0,10001,1,52.09090909090909
838537,8571,1,66.9090909090909,8203,0,60.45454545454545
838540,8635,3,65.36363636363636,8571,0,62.90909090909091
838542,9991,5,61.63636363636363,10000,3,60.81818181818182
838543,9987,3,58.54545454545455,9994,1,51.81818181818182
838546,8203,1,60.45454545454545,9985,0,69.0
838547,6351,0,52.09090909090909,9993,1,59.81818181818182
838550,10001,2,54.45454545454545,9989,0,59.2
838552,9984,4,61.18181818181818,9997,2,63.90909090909091
838555,8342,4,58.18181818181818,6351,0,56.81818181818182
838556,9985,2,67.27272727272727,9986,1,61.0
838558,9997,0,63.90909090909091,9987,2,59.36363636363637
838560,10000,4,61.09090909090909,9993,3,61.63636363636363
838561,9994,3,57.45454545454545,9991,2,63.81818181818182
838562,8571,1,66.9090909090909,10001,2,52.54545454545455
838563,8203,2,60.72727272727273,9984,2,56.63636363636363
838564,9989,1,60.0,8635,1,62.09090909090909
838567,8635,5,64.27272727272727,8203,0,60.72727272727273
838568,9991,2,60.45454545454545,9997,0,63.90909090909091
838570,9987,3,59.36363636363637,10000,0,59.36363636363637
838571,9993,2,60.45454545454545,8342,1,58.90909090909091
838575,6351,0,54.45454545454545,9994,1,56.09090909090909
838576,10001,1,52.54545454545455,9985,2,64.18181818181819
838578,9984,2,59.0,8571,1,66.36363636363636
1032692,1773,2,58.54545454545455,8635,1,54.63636363636363
1032693,9998,1,60.0,9985,1,65.27272727272727
1032694,9987,3,61.90909090909091,9993,1,55.81818181818182
1032696,9994,0,57.27272727272727,10000,0,50.8
1032697,8571,1,57.54545454545455,9989,1,62.45454545454545
1032698,8203,2,57.63636363636363,9997,1,57.27272727272727
1032699,8342,5,60.27272727272727,10001,0,64.36363636363636
1032764,8342,2,71.0909090909091,9991,0,65.18181818181819
1032765,8635,5,63.36363636363637,9985,0,61.0
1032766,9997,2,57.36363636363637,9993,4,64.54545454545455
1032767,10000,1,57.09090909090909,9989,2,60.27272727272727
1032768,1773,1,62.63636363636363,10001,1,62.45454545454545
1032769,9994,3,58.90909090909091,9987,1,56.4
1032770,8203,1,60.45454545454545,9984,2,57.27272727272727
1032771,9998,3,57.81818181818182,8571,1,62.18181818181818
1032772,9985,1,57.36363636363637,10000,0,60.2
1032773,9987,2,59.45454545454545,9998,0,62.45454545454545
1032774,9991,3,64.54545454545455,9994,1,59.81818181818182
1032775,9993,2,64.9090909090909,8203,2,59.45454545454545
1032776,8571,2,58.18181818181818,8342,1,63.0
1032777,9989,0,60.27272727272727,9997,2,60.90909090909091
1032778,10001,1,64.54545454545455,8635,2,63.0
1032779,9984,2,56.45454545454545,1773,0,64.1
1032780,8342,4,62.54545454545455,9987,5,57.90909090909091
1032781,8635,4,59.72727272727273,9989,0,56.63636363636363
1032782,9997,1,61.18181818181818,9985,1,61.36363636363637
1032783,10000,1,58.81818181818182,9984,1,58.54545454545455
1032784,1773,3,61.81818181818182,9993,2,63.81818181818182
1032785,9994,1,58.72727272727273,8571,4,59.27272727272727
1032786,8203,1,55.81818181818182,10001,0,61.0
1032787,9998,1,57.81818181818182,9991,1,65.27272727272727
1032788,9985,2,56.27272727272727,8342,1,63.90909090909091
1032789,9987,2,55.72727272727273,8571,2,58.63636363636363
1032790,9991,6,60.63636363636363,8203,2,57.27272727272727
1032791,9993,2,60.72727272727273,9998,0,56.54545454545455
1032792,10000,0,56.09090909090909,9997,0,58.90909090909091
1032793,9989,3,58.72727272727273,1773,1,57.81818181818182
1032794,10001,2,60.72727272727273,9994,4,63.81818181818182
1032795,9984,1,58.72727272727273,8635,0,63.27272727272727
1032796,8342,1,66.81818181818181,9984,0,58.72727272727273
1032797,8635,3,57.54545454545455,9997,1,58.90909090909091
1032798,9987,3,57.45454545454545,10001,0,61.6
1032799,1773,1,61.18181818181818,9985,3,55.45454545454545
1032800,9994,1,61.36363636363637,9993,1,59.6
1032801,8571,0,60.36363636363637,9991,4,63.0
1032802,8203,1,57.27272727272727,10000,1,60.8
1032803,9998,2,58.09090909090909,9989,1,58.72727272727273
1032804,9985,3,55.45454545454545,8203,2,62.09090909090909
1032805,9991,2,63.0,9987,0,59.0
1032806,9993,0,61.81818181818182,8571,1,58.63636363636363
1032807,9997,2,60.0,1773,1,62.36363636363637
1032808,10000,2,59.90909090909091,8635,3,59.72727272727273
1032809,9989,0,60.0,8342,1,68.18181818181819
1032811,9984,1,58.54545454545455,9994,1,58.90909090909091
1032812,8635,0,60.27272727272727,1773,0,63.27272727272727
1032813,9985,0,55.45454545454545,9991,0,62.90909090909091
1032814,9993,2,61.36363636363637,9987,0,55.63636363636363
1032815,9997,2,57.36363636363637,9998,3,58.18181818181818
1032816,10000,1,55.18181818181818,9994,1,59.45454545454545
1032817,9989,2,59.81818181818182,8203,2,63.18181818181818
1032819,9984,1,58.54545454545455,8571,2,58.72727272727273
1032820,8342,1,70.54545454545455,9997,0,59.72727272727273
1032821,9987,4,56.27272727272727,9989,0,56.72727272727273
1032823,9994,1,56.90909090909091,9985,1,58.45454545454545
1032824,8571,1,59.27272727272727,10001,0,63.6
1032825,8203,2,61.81818181818182,8635,1,59.81818181818182
1032826,9998,0,56.0,9984,2,58.63636363636363
1032827,9991,0,62.90909090909091,9993,1,62.27272727272727
1032828,8635,3,59.72727272727273,9994,2,56.81818181818182
1032829,9985,0,56.18181818181818,9987,0,55.27272727272727
1032830,9997,0,60.45454545454545,8203,0,61.81818181818182
1032831,10000,2,55.18181818181818,9998,3,55.72727272727273
1032832,1773,3,61.0,8342,1,68.27272727272727
1032833,9989,2,56.90909090909091,8571,0,61.45454545454545
1032835,9984,0,60.54545454545455,9991,1,60.90909090909091
1032836,8342,1,63.0,10000,0,58.09090909090909
1032837,9987,4,57.54545454545455,9984,2,58.63636363636363
1032838,9991,3,59.90909090909091,10001,1,66.2
1032839,9993,0,61.36363636363637,9989,0,50.45454545454545
1032840,9994,0,56.81818181818182,9997,0,62.54545454545455
1032841,8571,2,60.09090909090909,9985,0,56.54545454545455
1032842,8203,2,61.81818181818182,1773,2,61.0
1032843,9998,1,55.72727272727273,8635,1,63.27272727272727
1032700,8635,3,57.81818181818182,8203,1,60.0
1032701,9985,3,67.0909090909091,9994,1,58.18181818181818
1032702,9993,2,57.90909090909091,9991,2,65.5
1032703,9997,3,58.36363636363637,8342,3,63.63636363636363
